"Make","Model","Year","EngineFuelType","EngineHP","EngineCylinders","TransmissionType","DrivenWheels","NumberOfDoors","MarketCategory","VehicleSize","VehicleStyle","HighwayMPG","CityMPG","Popularity","MSRP","Crossover","Diesel","Exotic","Luxury","HighPerformance","FactoryTuner","Performance","FlexFuel","Hatchback","Hybrid","N_A"
"Audi","100",1992,"regular unleaded",172,6,"MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",24,17,3105,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","100",1992,"regular unleaded",172,6,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Wagon",20,16,3105,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","100",1992,"regular unleaded",172,6,"MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",24,17,3105,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","100",1992,"regular unleaded",172,6,"MANUAL","all wheel drive",4,"Luxury","Midsize","Sedan",21,16,3105,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","100",1993,"regular unleaded",172,6,"MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",24,17,3105,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","100",1993,"regular unleaded",172,6,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Wagon",20,16,3105,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","100",1993,"regular unleaded",172,6,"MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",24,17,3105,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","100",1993,"regular unleaded",172,6,"MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",24,17,3105,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","100",1993,"regular unleaded",172,6,"MANUAL","all wheel drive",4,"Luxury","Midsize","Sedan",21,16,3105,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","100",1994,"regular unleaded",172,6,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",21,16,3105,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","100",1994,"regular unleaded",172,6,"MANUAL","all wheel drive",4,"Luxury","Midsize","Sedan",22,16,3105,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","100",1994,"regular unleaded",172,6,"MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",22,17,3105,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","100",1994,"regular unleaded",172,6,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",22,16,3105,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","100",1994,"regular unleaded",172,6,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Wagon",21,16,3105,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"FIAT","124 Spider",2017,"premium unleaded (recommended)",160,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",35,26,819,27495,"No","No","No","No","No","No","Yes","No","No","No","No"
"FIAT","124 Spider",2017,"premium unleaded (recommended)",160,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",35,26,819,24995,"No","No","No","No","No","No","Yes","No","No","No","No"
"FIAT","124 Spider",2017,"premium unleaded (recommended)",160,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",35,26,819,28195,"No","No","No","No","No","No","Yes","No","No","No","No"
"Mercedes-Benz","190-Class",1991,"regular unleaded",130,4,"MANUAL","rear wheel drive",4,"Luxury","Compact","Sedan",26,18,617,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Mercedes-Benz","190-Class",1991,"regular unleaded",158,6,"MANUAL","rear wheel drive",4,"Luxury","Compact","Sedan",25,17,617,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Mercedes-Benz","190-Class",1992,"regular unleaded",158,6,"MANUAL","rear wheel drive",4,"Luxury","Compact","Sedan",25,17,617,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Mercedes-Benz","190-Class",1992,"regular unleaded",130,4,"MANUAL","rear wheel drive",4,"Luxury","Compact","Sedan",26,18,617,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Mercedes-Benz","190-Class",1993,"regular unleaded",130,4,"MANUAL","rear wheel drive",4,"Luxury","Compact","Sedan",26,18,617,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Mercedes-Benz","190-Class",1993,"regular unleaded",158,6,"MANUAL","rear wheel drive",4,"Luxury","Compact","Sedan",25,17,617,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"BMW","2 Series",2016,"premium unleaded (required)",240,4,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Compact","Coupe",35,23,3916,32850,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"BMW","2 Series",2016,"premium unleaded (required)",240,4,"AUTOMATIC","rear wheel drive",2,"Luxury","Compact","Convertible",34,23,3916,38650,"No","No","No","Yes","No","No","No","No","No","No","No"
"BMW","2 Series",2016,"premium unleaded (required)",320,6,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Convertible",31,20,3916,48750,"No","No","No","Yes","Yes","Yes","No","No","No","No","No"
"BMW","2 Series",2016,"premium unleaded (required)",240,4,"AUTOMATIC","all wheel drive",2,"Luxury,Performance","Compact","Coupe",35,23,3916,34850,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"BMW","2 Series",2016,"premium unleaded (required)",240,4,"AUTOMATIC","all wheel drive",2,"Luxury","Compact","Convertible",34,22,3916,40650,"No","No","No","Yes","No","No","No","No","No","No","No"
"BMW","2 Series",2016,"premium unleaded (required)",320,6,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Coupe",31,20,3916,44150,"No","No","No","Yes","Yes","Yes","No","No","No","No","No"
"BMW","2 Series",2016,"premium unleaded (required)",240,4,"MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Coupe",34,22,3916,32850,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"BMW","2 Series",2016,"premium unleaded (required)",320,6,"AUTOMATIC","all wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Coupe",30,20,3916,46150,"No","No","No","Yes","Yes","Yes","No","No","No","No","No"
"BMW","2 Series",2016,"premium unleaded (required)",320,6,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Convertible",30,20,3916,50750,"No","No","No","Yes","Yes","Yes","No","No","No","No","No"
"BMW","2 Series",2017,"premium unleaded (recommended)",335,6,"AUTOMATIC","all wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Coupe",31,21,3916,46450,"No","No","No","Yes","Yes","Yes","No","No","No","No","No"
"BMW","2 Series",2017,"premium unleaded (recommended)",335,6,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Convertible",32,21,3916,49050,"No","No","No","Yes","Yes","Yes","No","No","No","No","No"
"BMW","2 Series",2017,"premium unleaded (recommended)",335,6,"AUTOMATIC","all wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Convertible",32,21,3916,51050,"No","No","No","Yes","Yes","Yes","No","No","No","No","No"
"BMW","2 Series",2017,"premium unleaded (recommended)",335,6,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Coupe",32,21,3916,44450,"No","No","No","Yes","Yes","Yes","No","No","No","No","No"
"BMW","2 Series",2017,"premium unleaded (recommended)",248,4,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Compact","Convertible",34,23,3916,38950,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"BMW","2 Series",2017,"premium unleaded (recommended)",248,4,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Compact","Coupe",35,24,3916,33150,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"BMW","2 Series",2017,"premium unleaded (recommended)",248,4,"AUTOMATIC","all wheel drive",2,"Luxury,Performance","Compact","Coupe",33,24,3916,35150,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"BMW","2 Series",2017,"premium unleaded (recommended)",248,4,"AUTOMATIC","all wheel drive",2,"Luxury","Compact","Convertible",33,23,3916,40950,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","200",1990,"regular unleaded",162,5,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",20,16,3105,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","200",1990,"regular unleaded",162,5,"MANUAL","all wheel drive",4,"Luxury","Midsize","Wagon",22,15,3105,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","200",1990,"regular unleaded",162,5,"MANUAL","all wheel drive",4,"Luxury","Midsize","Sedan",23,15,3105,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","200",1991,"regular unleaded",217,5,"MANUAL","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",22,16,3105,2000,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"Audi","200",1991,"regular unleaded",217,5,"MANUAL","all wheel drive",4,"Luxury,Performance","Midsize","Wagon",22,16,3105,2000,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"Audi","200",1991,"regular unleaded",162,5,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",20,16,3105,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Chrysler","200",2015,"flex-fuel (unleaded/E85)",184,4,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Sedan",36,23,1013,25170,"No","No","No","No","No","No","No","Yes","No","No","No"
"Chrysler","200",2015,"flex-fuel (unleaded/E85)",184,4,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Sedan",36,23,1013,23950,"No","No","No","No","No","No","No","Yes","No","No","No"
"Chrysler","200",2015,"flex-fuel (unleaded/E85)",295,6,"AUTOMATIC","all wheel drive",4,"Flex Fuel,Performance","Midsize","Sedan",29,18,1013,29370,"No","No","No","No","No","No","Yes","Yes","No","No","No"
"Chrysler","200",2015,"flex-fuel (unleaded/E85)",184,4,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Sedan",36,23,1013,21995,"No","No","No","No","No","No","No","Yes","No","No","No"
"Chrysler","200",2015,"flex-fuel (unleaded/E85)",184,4,"AUTOMATIC","front wheel drive",4,"Flex Fuel,Performance","Midsize","Sedan",36,23,1013,26625,"No","No","No","No","No","No","Yes","Yes","No","No","No"
"Chrysler","200",2015,"flex-fuel (unleaded/E85)",295,6,"AUTOMATIC","all wheel drive",4,"Flex Fuel,Performance","Midsize","Sedan",29,18,1013,30825,"No","No","No","No","No","No","Yes","Yes","No","No","No"
"Chrysler","200",2016,"flex-fuel (unleaded/E85)",184,4,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Sedan",36,23,1013,21995,"No","No","No","No","No","No","No","Yes","No","No","No"
"Chrysler","200",2016,"flex-fuel (unleaded/E85)",184,4,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Sedan",36,23,1013,27795,"No","No","No","No","No","No","No","Yes","No","No","No"
"Chrysler","200",2016,"flex-fuel (unleaded/E85)",295,6,"AUTOMATIC","all wheel drive",4,"Flex Fuel,Performance","Midsize","Sedan",29,18,1013,31785,"No","No","No","No","No","No","Yes","Yes","No","No","No"
"Chrysler","200",2016,"flex-fuel (unleaded/E85)",295,6,"AUTOMATIC","all wheel drive",4,"Flex Fuel,Performance","Midsize","Sedan",29,18,1013,29905,"No","No","No","No","No","No","Yes","Yes","No","No","No"
"Chrysler","200",2016,"flex-fuel (unleaded/E85)",184,4,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Sedan",36,23,1013,22490,"No","No","No","No","No","No","No","Yes","No","No","No"
"Chrysler","200",2016,"flex-fuel (unleaded/E85)",184,4,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Sedan",36,23,1013,27570,"No","No","No","No","No","No","No","Yes","No","No","No"
"Chrysler","200",2016,"flex-fuel (unleaded/E85)",184,4,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Sedan",36,23,1013,25690,"No","No","No","No","No","No","No","Yes","No","No","No"
"Chrysler","200",2016,"flex-fuel (unleaded/E85)",184,4,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Sedan",36,23,1013,24490,"No","No","No","No","No","No","No","Yes","No","No","No"
"Chrysler","200",2017,"flex-fuel (unleaded/E85)",295,6,"AUTOMATIC","all wheel drive",4,"Flex Fuel,Performance","Midsize","Sedan",28,18,1013,29905,"No","No","No","No","No","No","Yes","Yes","No","No","No"
"Chrysler","200",2017,"flex-fuel (unleaded/E85)",295,6,"AUTOMATIC","all wheel drive",4,"Flex Fuel,Performance","Midsize","Sedan",28,18,1013,31785,"No","No","No","No","No","No","Yes","Yes","No","No","No"
"Chrysler","200",2017,"flex-fuel (unleaded/E85)",184,4,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Sedan",36,23,1013,26685,"No","No","No","No","No","No","No","Yes","No","No","No"
"Chrysler","200",2017,"flex-fuel (unleaded/E85)",184,4,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Sedan",36,23,1013,22490,"No","No","No","No","No","No","No","Yes","No","No","No"
"Chrysler","200",2017,"flex-fuel (unleaded/E85)",184,4,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Sedan",36,23,1013,25690,"No","No","No","No","No","No","No","Yes","No","No","No"
"Chrysler","200",2017,"flex-fuel (unleaded/E85)",295,6,"AUTOMATIC","all wheel drive",4,"Flex Fuel,Performance","Midsize","Sedan",28,18,1013,30900,"No","No","No","No","No","No","Yes","Yes","No","No","No"
"Chrysler","200",2017,"flex-fuel (unleaded/E85)",184,4,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Sedan",36,23,1013,27795,"No","No","No","No","No","No","No","Yes","No","No","No"
"Chrysler","200",2017,"flex-fuel (unleaded/E85)",184,4,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Sedan",36,23,1013,21995,"No","No","No","No","No","No","No","Yes","No","No","No"
"Chrysler","200",2017,"flex-fuel (unleaded/E85)",184,4,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Sedan",36,23,1013,24490,"No","No","No","No","No","No","No","Yes","No","No","No"
"Nissan","200SX",1996,"regular unleaded",115,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",36,26,2009,2000,"No","No","No","No","No","No","No","No","No","No","Yes"
"Nissan","200SX",1996,"regular unleaded",115,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",36,26,2009,2000,"No","No","No","No","No","No","No","No","No","No","Yes"
"Nissan","200SX",1996,"regular unleaded",140,4,"MANUAL","front wheel drive",2,"Performance","Compact","Coupe",29,21,2009,2000,"No","No","No","No","No","No","Yes","No","No","No","No"
"Nissan","200SX",1997,"regular unleaded",140,4,"MANUAL","front wheel drive",2,"Performance","Compact","Coupe",29,21,2009,2000,"No","No","No","No","No","No","Yes","No","No","No","No"
"Nissan","200SX",1997,"regular unleaded",115,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",35,25,2009,2000,"No","No","No","No","No","No","No","No","No","No","Yes"
"Nissan","200SX",1997,"regular unleaded",115,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",35,25,2009,2000,"No","No","No","No","No","No","No","No","No","No","Yes"
"Nissan","200SX",1998,"regular unleaded",115,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",35,25,2009,2000,"No","No","No","No","No","No","No","No","No","No","Yes"
"Nissan","200SX",1998,"regular unleaded",115,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",35,25,2009,2000,"No","No","No","No","No","No","No","No","No","No","Yes"
"Nissan","200SX",1998,"regular unleaded",140,4,"MANUAL","front wheel drive",2,"Performance","Compact","Coupe",28,20,2009,2073,"No","No","No","No","No","No","Yes","No","No","No","No"
"Nissan","240SX",1996,"regular unleaded",155,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",26,19,2009,3713,"No","No","No","No","No","No","Yes","No","No","No","No"
"Nissan","240SX",1996,"regular unleaded",155,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",26,19,2009,3520,"No","No","No","No","No","No","Yes","No","No","No","No"
"Nissan","240SX",1997,"regular unleaded",155,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",26,19,2009,3910,"No","No","No","No","No","No","Yes","No","No","No","No"
"Nissan","240SX",1997,"regular unleaded",155,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",26,19,2009,4182,"No","No","No","No","No","No","Yes","No","No","No","No"
"Nissan","240SX",1997,"regular unleaded",155,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",26,19,2009,4107,"No","No","No","No","No","No","Yes","No","No","No","No"
"Nissan","240SX",1998,"regular unleaded",155,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",25,20,2009,4299,"No","No","No","No","No","No","Yes","No","No","No","No"
"Nissan","240SX",1998,"regular unleaded",155,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",25,20,2009,4693,"No","No","No","No","No","No","Yes","No","No","No","No"
"Nissan","240SX",1998,"regular unleaded",155,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",25,20,2009,4107,"No","No","No","No","No","No","Yes","No","No","No","No"
"Volvo","240",1991,"regular unleaded",114,4,"MANUAL","rear wheel drive",4,"Luxury","Midsize","Wagon",26,19,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","240",1991,"regular unleaded",114,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",23,18,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","240",1991,"regular unleaded",114,4,"MANUAL","rear wheel drive",4,"Luxury","Midsize","Sedan",26,19,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","240",1992,"regular unleaded",114,4,"MANUAL","rear wheel drive",4,"Luxury","Midsize","Sedan",26,19,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","240",1992,"regular unleaded",114,4,"MANUAL","rear wheel drive",4,"Luxury","Midsize","Wagon",26,19,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","240",1992,"regular unleaded",114,4,"MANUAL","rear wheel drive",4,"Luxury","Midsize","Sedan",26,19,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","240",1993,"regular unleaded",114,4,"MANUAL","rear wheel drive",4,"Luxury","Midsize","Sedan",26,19,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","240",1993,"regular unleaded",114,4,"MANUAL","rear wheel drive",4,"Luxury","Midsize","Wagon",25,18,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Mazda","2",2012,"regular unleaded",100,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",35,29,586,16020,"No","No","No","No","No","No","No","No","Yes","No","No"
"Mazda","2",2012,"regular unleaded",100,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",35,29,586,14530,"No","No","No","No","No","No","No","No","Yes","No","No"
"Mazda","2",2012,"regular unleaded",100,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",34,28,586,16860,"No","No","No","No","No","No","No","No","Yes","No","No"
"Mazda","2",2012,"regular unleaded",100,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",34,28,586,15370,"No","No","No","No","No","No","No","No","Yes","No","No"
"Mazda","2",2013,"regular unleaded",100,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",34,28,586,17050,"No","No","No","No","No","No","No","No","Yes","No","No"
"Mazda","2",2013,"regular unleaded",100,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",34,28,586,15560,"No","No","No","No","No","No","No","No","Yes","No","No"
"Mazda","2",2013,"regular unleaded",100,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",35,29,586,16210,"No","No","No","No","No","No","No","No","Yes","No","No"
"Mazda","2",2013,"regular unleaded",100,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",35,29,586,14720,"No","No","No","No","No","No","No","No","Yes","No","No"
"Mazda","2",2014,"regular unleaded",100,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",34,28,586,17050,"No","No","No","No","No","No","No","No","Yes","No","No"
"Mazda","2",2014,"regular unleaded",100,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",34,28,586,15560,"No","No","No","No","No","No","No","No","Yes","No","No"
"Mazda","2",2014,"regular unleaded",100,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",35,29,586,16210,"No","No","No","No","No","No","No","No","Yes","No","No"
"Mazda","2",2014,"regular unleaded",100,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",35,29,586,14720,"No","No","No","No","No","No","No","No","Yes","No","No"
"BMW","3 Series Gran Turismo",2015,"premium unleaded (required)",300,6,"AUTOMATIC","all wheel drive",4,"Hatchback,Luxury,Performance","Midsize","4dr Hatchback",30,20,3916,47250,"No","No","No","Yes","No","No","Yes","No","Yes","No","No"
"BMW","3 Series Gran Turismo",2015,"premium unleaded (required)",240,4,"AUTOMATIC","all wheel drive",4,"Hatchback,Luxury","Midsize","4dr Hatchback",33,22,3916,41850,"No","No","No","Yes","No","No","No","No","Yes","No","No"
"BMW","3 Series Gran Turismo",2015,"premium unleaded (required)",240,4,"AUTOMATIC","all wheel drive",4,"Hatchback,Luxury","Midsize","4dr Hatchback",33,22,3916,41850,"No","No","No","Yes","No","No","No","No","Yes","No","No"
"BMW","3 Series Gran Turismo",2016,"premium unleaded (required)",240,4,"AUTOMATIC","all wheel drive",4,"Hatchback,Luxury","Midsize","4dr Hatchback",34,22,3916,43000,"No","No","No","Yes","No","No","No","No","Yes","No","No"
"BMW","3 Series Gran Turismo",2016,"premium unleaded (required)",300,6,"AUTOMATIC","all wheel drive",4,"Hatchback,Luxury,Performance","Midsize","4dr Hatchback",30,20,3916,49200,"No","No","No","Yes","No","No","Yes","No","Yes","No","No"
"BMW","3 Series Gran Turismo",2017,"premium unleaded (required)",320,6,"AUTOMATIC","all wheel drive",4,"Hatchback,Luxury,Performance","Midsize","4dr Hatchback",30,20,3916,49650,"No","No","No","Yes","No","No","Yes","No","Yes","No","No"
"BMW","3 Series Gran Turismo",2017,"premium unleaded (required)",248,4,"AUTOMATIC","all wheel drive",4,"Hatchback,Luxury","Midsize","4dr Hatchback",33,23,3916,43950,"No","No","No","Yes","No","No","No","No","Yes","No","No"
"BMW","3 Series",2015,"premium unleaded (required)",241,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Wagon",33,22,3916,41950,"No","No","No","Yes","No","No","No","No","No","No","No"
"BMW","3 Series",2015,"premium unleaded (required)",335,6,"AUTOMATIC","rear wheel drive",4,"Luxury,High-Performance,Hybrid","Midsize","Sedan",33,25,3916,50150,"No","No","No","Yes","Yes","No","No","No","No","Yes","No"
"BMW","3 Series",2015,"premium unleaded (required)",240,4,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Midsize","Sedan",35,23,3916,37500,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"BMW","3 Series",2015,"premium unleaded (required)",300,6,"AUTOMATIC","rear wheel drive",4,"Luxury,High-Performance","Midsize","Sedan",32,21,3916,43750,"No","No","No","Yes","Yes","No","No","No","No","No","No"
